universe_build_id,universe_as_of,universe_built_at,universe_symbol_hash,full_universe_records,ticker_master_symbols,sp500_constituent_symbols,sp500_symbols_matched_to_exchange,sp500_symbols_supplemented,heuristic_security_classification,current_market_data_included,notes
U_2026-08-21_171227,2026-08-21,2026-08-21T21:12:27Z,87e167d26af6e0a5,7180,5500,504,502,3,TRUE,FALSE,Universe membership is static for downstream scripts. Exchange price and market-cap fields are build-date source snapshots only.
