market_snapshot_id,market_data_as_of,market_retrieved_at,latest_history_date,price_from_date,price_to_date_exclusive,lookback_calendar_days,liquidity_trading_days,minimum_valid_trading_days,quote_batch_size,price_batch_size,requested_symbols,quote_success_count,historical_success_count,valid_market_data_count,analysis_eligible_count,quote_success_rate,historical_success_rate,market_data_success_rate,analysis_eligible_rate,universe_build_id,universe_as_of,universe_symbol_hash,market_cache_used,fresh_download_attempted
M_2026-08-21_201252,2026-08-22,2026-08-22T00:12:52Z,2026-08-21,2026-06-23,2026-08-23,60,30,20,90,50,5500,5499,5490,5499,5197,0.9998181818181818,0.9981818181818182,0.9998181818181818,0.9449090909090909,U_2026-08-21_171227,2026-08-21,87e167d26af6e0a5,FALSE,TRUE
