market_snapshot_id,market_data_as_of,market_retrieved_at,latest_history_date,price_from_date,price_to_date_exclusive,lookback_calendar_days,liquidity_trading_days,minimum_valid_trading_days,quote_batch_size,price_batch_size,requested_symbols,quote_success_count,historical_success_count,valid_market_data_count,analysis_eligible_count,quote_success_rate,historical_success_rate,market_data_success_rate,analysis_eligible_rate,universe_build_id,universe_as_of,universe_symbol_hash,market_cache_used,fresh_download_attempted
M_2026-08-22_105907,2026-08-22,2026-08-22T14:59:07Z,2026-08-21,2026-05-14,2026-08-23,100,30,20,90,50,5501,5500,5489,5500,5200,0.9998182148700236,0.9978185784402835,0.9998182148700236,0.9452826758771132,U_2026-08-22_105850,2026-08-22,ada3c779e8d04137,FALSE,TRUE
